Play #,State,Action,Reward,Next State,Terminated
25,[-0.32442093 -0.00129596],0,-1.0,[-0.3281234  -0.00370248],0
25,[-0.3281234  -0.00370248],0,-1.0,[-0.33420935 -0.00608594],0
25,[-0.33420935 -0.00608594],0,-1.0,[-0.34264052 -0.00843117],0
25,[-0.34264052 -0.00843117],0,-1.0,[-0.3533632  -0.01072267],0
25,[-0.3533632  -0.01072267],0,-1.0,[-0.36630782 -0.01294465],0
25,[-0.36630782 -0.01294465],0,-1.0,[-0.38138887 -0.01508104],0
25,[-0.38138887 -0.01508104],0,-1.0,[-0.3985044  -0.01711555],0
25,[-0.3985044  -0.01711555],0,-1.0,[-0.41753632 -0.01903189],0
25,[-0.41753632 -0.01903189],0,-1.0,[-0.43835032 -0.02081401],0
25,[-0.43835032 -0.02081401],0,-1.0,[-0.46079674 -0.02244642],0
25,[-0.46079674 -0.02244642],0,-1.0,[-0.48471138 -0.02391466],0
25,[-0.48471138 -0.02391466],0,-1.0,[-0.509917   -0.02520565],0
25,[-0.509917   -0.02520565],0,-1.0,[-0.53622526 -0.02630823],0
25,[-0.53622526 -0.02630823],0,-1.0,[-0.56343883 -0.02721356],0
25,[-0.56343883 -0.02721356],0,-1.0,[-0.5913543  -0.02791547],0
25,[-0.5913543  -0.02791547],0,-1.0,[-0.6197651  -0.02841079],0
25,[-0.6197651  -0.02841079],0,-1.0,[-0.6484646  -0.02869951],0
25,[-0.6484646  -0.02869951],0,-1.0,[-0.6772494  -0.02878476],0
25,[-0.6772494  -0.02878476],0,-1.0,[-0.7059221  -0.02867276],0
25,[-0.7059221  -0.02867276],0,-1.0,[-0.73429465 -0.02837251],0
25,[-0.73429465 -0.02837251],0,-1.0,[-0.7621901  -0.02789543],0
25,[-0.7621901  -0.02789543],0,-1.0,[-0.789445   -0.02725493],0
25,[-0.789445   -0.02725493],0,-1.0,[-0.8159108  -0.02646583],0
25,[-0.8159108  -0.02646583],0,-1.0,[-0.8414547  -0.02554387],0
25,[-0.8414547  -0.02554387],0,-1.0,[-0.8659599  -0.02450516],0
25,[-0.8659599  -0.02450516],0,-1.0,[-0.88932556 -0.02336567],0
25,[-0.88932556 -0.02336567],0,-1.0,[-0.9114664  -0.02214086],0
25,[-0.9114664  -0.02214086],0,-1.0,[-0.93231165 -0.02084527],0
25,[-0.93231165 -0.02084527],1,-1.0,[-0.950804   -0.01849229],0
25,[-0.950804   -0.01849229],1,-1.0,[-0.96690005 -0.0160961 ],0
25,[-0.96690005 -0.0160961 ],1,-1.0,[-0.98056835 -0.01366829],0
25,[-0.98056835 -0.01366829],1,-1.0,[-0.9917864  -0.01121806],0
25,[-0.9917864  -0.01121806],1,-1.0,[-1.000539   -0.00875253],0
25,[-1.000539   -0.00875253],1,-1.0,[-1.0068159  -0.00627698],0
25,[-1.0068159  -0.00627698],1,-1.0,[-1.0106113 -0.0037953],0
25,[-1.0106113 -0.0037953],2,-1.0,[-1.0109216e+00 -3.1034491e-04],0
25,[-1.0109216e+00 -3.1034491e-04],2,-1.0,[-1.0077467   0.00317487],0
25,[-1.0077467   0.00317487],2,-1.0,[-1.0010893   0.00665738],0
25,[-1.0010893   0.00665738],2,-1.0,[-0.9909558  0.0101335],0
25,[-0.9909558  0.0101335],2,-1.0,[-0.97735786  0.013598  ],0
25,[-0.97735786  0.013598  ],2,-1.0,[-0.9603145   0.01704332],0
25,[-0.9603145   0.01704332],2,-1.0,[-0.93985564  0.02045888],0
25,[-0.93985564  0.02045888],2,-1.0,[-0.9160253   0.02383037],0
25,[-0.9160253   0.02383037],2,-1.0,[-0.888886    0.02713929],0
25,[-0.888886    0.02713929],2,-1.0,[-0.85852337  0.03036259],0
25,[-0.85852337  0.03036259],2,-1.0,[-0.8250507   0.03347269],0
25,[-0.8250507   0.03347269],2,-1.0,[-0.7886129   0.03643776],0
25,[-0.7886129   0.03643776],2,-1.0,[-0.7493904  0.0392225],0
25,[-0.7493904  0.0392225],2,-1.0,[-0.7076011   0.04178937],0
25,[-0.7076011   0.04178937],2,-1.0,[-0.66350067  0.04410036],0
25,[-0.66350067  0.04410036],2,-1.0,[-0.6173816   0.04611909],0
25,[-0.6173816   0.04611909],2,-1.0,[-0.5695684   0.04781322],0
25,[-0.5695684   0.04781322],2,-1.0,[-0.5204115  0.0491569],0
25,[-0.5204115  0.0491569],2,-1.0,[-0.47027847  0.050133  ],0
25,[-0.47027847  0.050133  ],2,-1.0,[-0.41954368  0.0507348 ],0
25,[-0.41954368  0.0507348 ],2,-1.0,[-0.36857668  0.050967  ],0
25,[-0.36857668  0.050967  ],2,-1.0,[-0.3177309   0.05084579],0
25,[-0.3177309   0.05084579],2,-1.0,[-0.2673328   0.05039809],0
25,[-0.2673328   0.05039809],2,-1.0,[-0.2176729   0.04965991],0
25,[-0.2176729   0.04965991],2,-1.0,[-0.16899863  0.04867427],0
25,[-0.16899863  0.04867427],2,-1.0,[-0.12150987  0.04748876],0
25,[-0.12150987  0.04748876],2,-1.0,[-0.07535684  0.04615303],0
25,[-0.07535684  0.04615303],2,-1.0,[-0.0306402   0.04471664],0
25,[-0.0306402   0.04471664],2,-1.0,[0.01258699 0.04322719],0
25,[0.01258699 0.04322719],2,-1.0,[0.05431597 0.04172898],0
25,[0.05431597 0.04172898],2,-1.0,[0.09457806 0.04026209],0
25,[0.09457806 0.04026209],2,-1.0,[0.1334401  0.03886205],0
25,[0.1334401  0.03886205],2,-1.0,[0.17099983 0.03755971],0
25,[0.17099983 0.03755971],2,-1.0,[0.20738134 0.03638152],0
25,[0.20738134 0.03638152],2,-1.0,[0.24273129 0.03534994],0
25,[0.24273129 0.03534994],2,-1.0,[0.27721527 0.034484  ],0
25,[0.27721527 0.034484  ],2,-1.0,[0.31101513 0.03379985],0
25,[0.31101513 0.03379985],2,-1.0,[0.3443265  0.03331137],0
25,[0.3443265  0.03331137],2,-1.0,[0.3773572  0.03303071],0
25,[0.3773572  0.03303071],2,-1.0,[0.41032597 0.03296875],0
25,[0.41032597 0.03296875],2,-1.0,[0.44346142 0.03313546],0
25,[0.44346142 0.03313546],2,-1.0,[0.47700164 0.03354021],0
25,[0.47700164 0.03354021],2,-1.0,[0.5111935  0.03419187],1
26,"(array([-0.4843768,  0.       ], dtype=float32), {})",2,-1.0,[-0.4836703   0.00070651],0
26,[-0.4836703   0.00070651],2,-1.0,[-0.48226252  0.00140777],0
26,[-0.48226252  0.00140777],2,-1.0,[-0.480164    0.00209854],0
26,[-0.480164    0.00209854],2,-1.0,[-0.4773903  0.0027737],0
26,[-0.4773903  0.0027737],2,-1.0,[-0.47396204  0.00342824],0
26,[-0.47396204  0.00342824],1,-1.0,[-0.4709047   0.00305734],0
26,[-0.4709047   0.00305734],1,-1.0,[-0.46824092  0.00266378],0
26,[-0.46824092  0.00266378],1,-1.0,[-0.46599042  0.0022505 ],0
26,[-0.46599042  0.0022505 ],1,-1.0,[-0.46416983  0.00182059],0
26,[-0.46416983  0.00182059],1,-1.0,[-0.4627926   0.00137723],0
26,[-0.4627926   0.00137723],1,-1.0,[-0.46186888  0.00092371],0
26,[-0.46186888  0.00092371],1,-1.0,[-0.46140552  0.00046337],0
26,[-0.46140552  0.00046337],2,-1.0,[-0.4604059   0.00099963],0
26,[-0.4604059   0.00099963],2,-1.0,[-0.45887738  0.00152851],0
26,[-0.45887738  0.00152851],2,-1.0,[-0.45683125  0.00204615],0
26,[-0.45683125  0.00204615],2,-1.0,[-0.4542825   0.00254873],0
26,[-0.4542825   0.00254873],2,-1.0,[-0.4512499  0.0030326],0
26,[-0.4512499  0.0030326],2,-1.0,[-0.44775566  0.00349423],0
26,[-0.44775566  0.00349423],2,-1.0,[-0.44382536  0.0039303 ],0
26,[-0.44382536  0.0039303 ],2,-1.0,[-0.43948767  0.0043377 ],0
26,[-0.43948767  0.0043377 ],2,-1.0,[-0.43477413  0.00471354],0
26,[-0.43477413  0.00471354],2,-1.0,[-0.4297189   0.00505521],0
26,[-0.4297189   0.00505521],2,-1.0,[-0.42435855  0.00536038],0
26,[-0.42435855  0.00536038],2,-1.0,[-0.4187315   0.00562703],0
26,[-0.4187315   0.00562703],2,-1.0,[-0.41287807  0.00585343],0
26,[-0.41287807  0.00585343],2,-1.0,[-0.40683988  0.00603821],0
26,[-0.40683988  0.00603821],2,-1.0,[-0.40065953  0.00618032],0
26,[-0.40065953  0.00618032],2,-1.0,[-0.3943805   0.00627904],0
26,[-0.3943805   0.00627904],2,-1.0,[-0.3880465   0.00633399],0
26,[-0.3880465   0.00633399],2,-1.0,[-0.38170138  0.00634514],0
26,[-0.38170138  0.00634514],2,-1.0,[-0.37538862  0.00631276],0
26,[-0.37538862  0.00631276],2,-1.0,[-0.36915118  0.00623745],0
26,[-0.36915118  0.00623745],2,-1.0,[-0.36303106  0.0061201 ],0
26,[-0.36303106  0.0061201 ],2,-1.0,[-0.3570692   0.00596187],0
26,[-0.3570692   0.00596187],2,-1.0,[-0.35130498  0.00576421],0
26,[-0.35130498  0.00576421],2,-1.0,[-0.3457762   0.00552878],0
26,[-0.3457762   0.00552878],2,-1.0,[-0.3405187   0.00525748],0
26,[-0.3405187   0.00525748],2,-1.0,[-0.33556634  0.00495238],0
26,[-0.33556634  0.00495238],2,-1.0,[-0.3309506   0.00461575],0
26,[-0.3309506   0.00461575],2,-1.0,[-0.3267006   0.00424999],0
26,[-0.3267006   0.00424999],2,-1.0,[-0.32284296  0.00385764],0
26,[-0.32284296  0.00385764],2,-1.0,[-0.3194016   0.00344136],0
26,[-0.3194016   0.00344136],1,-1.0,[-0.3173977   0.00200389],0
26,[-0.3173977   0.00200389],1,-1.0,[-0.31684357  0.00055414],0
26,[-0.31684357  0.00055414],1,-1.0,[-0.31774256 -0.00089898],0
26,[-0.31774256 -0.00089898],1,-1.0,[-0.32008916 -0.00234662],0
26,[-0.32008916 -0.00234662],1,-1.0,[-0.32386905 -0.00377987],0
26,[-0.32386905 -0.00377987],0,-1.0,[-0.33005884 -0.00618981],0
26,[-0.33005884 -0.00618981],0,-1.0,[-0.33862    -0.00856116],0
26,[-0.33862    -0.00856116],0,-1.0,[-0.3494984  -0.01087838],0
26,[-0.3494984  -0.01087838],0,-1.0,[-0.36262396 -0.01312557],0
26,[-0.36262396 -0.01312557],0,-1.0,[-0.37791047 -0.0152865 ],0
26,[-0.37791047 -0.0152865 ],0,-1.0,[-0.39525518 -0.01734471],0
26,[-0.39525518 -0.01734471],0,-1.0,[-0.41453886 -0.01928368],0
26,[-0.41453886 -0.01928368],0,-1.0,[-0.43562597 -0.02108711],0
26,[-0.43562597 -0.02108711],0,-1.0,[-0.45836523 -0.02273927],0
26,[-0.45836523 -0.02273927],0,-1.0,[-0.48259065 -0.02422541],0
26,[-0.48259065 -0.02422541],0,-1.0,[-0.50812286 -0.02553219],0
26,[-0.50812286 -0.02553219],0,-1.0,[-0.534771   -0.02664822],0
26,[-0.534771   -0.02664822],0,-1.0,[-0.5623355  -0.02756445],0
26,[-0.5623355  -0.02756445],0,-1.0,[-0.5906101  -0.02827457],0
26,[-0.5906101  -0.02827457],0,-1.0,[-0.6193854  -0.02877537],0
26,[-0.6193854  -0.02877537],0,-1.0,[-0.6484523  -0.02906681],0
26,[-0.6484523  -0.02906681],0,-1.0,[-0.67760444 -0.02915215],0
26,[-0.67760444 -0.02915215],0,-1.0,[-0.70664215 -0.02903777],0
26,[-0.70664215 -0.02903777],0,-1.0,[-0.7353751  -0.02873291],0
26,[-0.7353751  -0.02873291],0,-1.0,[-0.76362437 -0.0282493 ],0
26,[-0.76362437 -0.0282493 ],0,-1.0,[-0.7912251  -0.02760069],0
26,[-0.7912251  -0.02760069],0,-1.0,[-0.8180274 -0.0268023],0
26,[-0.8180274 -0.0268023],0,-1.0,[-0.8438976  -0.02587023],0
26,[-0.8438976  -0.02587023],0,-1.0,[-0.86871856 -0.02482096],0
26,[-0.86871856 -0.02482096],0,-1.0,[-0.8923894  -0.02367085],0
26,[-0.8923894  -0.02367085],0,-1.0,[-0.9148251  -0.02243565],0
26,[-0.9148251  -0.02243565],0,-1.0,[-0.9359553 -0.0211302],0
26,[-0.9359553 -0.0211302],0,-1.0,[-0.9557234  -0.01976813],0
26,[-0.9557234  -0.01976813],0,-1.0,[-0.97408503 -0.01836167],0
26,[-0.97408503 -0.01836167],0,-1.0,[-0.9910066  -0.01692157],0
26,[-0.9910066  -0.01692157],1,-1.0,[-1.0054636  -0.01445701],0
26,[-1.0054636  -0.01445701],1,-1.0,[-1.0174402  -0.01197658],0
26,[-1.0174402  -0.01197658],1,-1.0,[-1.0269268  -0.00948653],0
26,[-1.0269268  -0.00948653],1,-1.0,[-1.0339179  -0.00699115],0
26,[-1.0339179  -0.00699115],2,-1.0,[-1.0374111  -0.00349314],0
26,[-1.0374111  -0.00349314],2,-1.0,[-1.0374053e+00  5.7864631e-06],0
26,[-1.0374053e+00  5.7864631e-06],2,-1.0,[-1.0339005   0.00350471],0
26,[-1.0339005   0.00350471],2,-1.0,[-1.0268978   0.00700272],0
26,[-1.0268978   0.00700272],2,-1.0,[-1.0163997   0.01049808],0
26,[-1.0163997   0.01049808],2,-1.0,[-1.0024123   0.01398742],0
26,[-1.0024123   0.01398742],2,-1.0,[-0.98494744  0.01746489],0
26,[-0.98494744  0.01746489],2,-1.0,[-0.964026    0.02092142],0
26,[-0.964026    0.02092142],2,-1.0,[-0.939682  0.024344],0
26,[-0.939682  0.024344],2,-1.0,[-0.9119669   0.02771508],0
26,[-0.9119669   0.02771508],2,-1.0,[-0.88095474  0.03101216],0
26,[-0.88095474  0.03101216],2,-1.0,[-0.8467471   0.03420763],0
26,[-0.8467471   0.03420763],2,-1.0,[-0.80947804  0.03726906],0
26,[-0.80947804  0.03726906],2,-1.0,[-0.7693182   0.04015981],0
26,[-0.7693182   0.04015981],2,-1.0,[-0.726478    0.04284028],0
26,[-0.726478    0.04284028],2,-1.0,[-0.6812083   0.04526966],0
26,[-0.6812083   0.04526966],2,-1.0,[-0.63380015  0.04740817],0
26,[-0.63380015  0.04740817],2,-1.0,[-0.5845804   0.04921971],0
26,[-0.5845804   0.04921971],2,-1.0,[-0.5339059   0.05067452],0
26,[-0.5339059   0.05067452],2,-1.0,[-0.4821541   0.05175181],0
26,[-0.4821541   0.05175181],2,-1.0,[-0.42971233  0.05244178],0
26,[-0.42971233  0.05244178],2,-1.0,[-0.3769654  0.0527469],0
26,[-0.3769654  0.0527469],2,-1.0,[-0.32428312  0.05268228],0
26,[-0.32428312  0.05268228],2,-1.0,[-0.2720082   0.05227491],0
26,[-0.2720082   0.05227491],2,-1.0,[-0.22044611  0.05156211],0
26,[-0.22044611  0.05156211],2,-1.0,[-0.16985694  0.05058918],0
26,[-0.16985694  0.05058918],2,-1.0,[-0.12045013  0.0494068 ],0
26,[-0.12045013  0.0494068 ],2,-1.0,[-0.07238189  0.04806824],0
26,[-0.07238189  0.04806824],2,-1.0,[-0.02575493  0.04662696],0
26,[-0.02575493  0.04662696],2,-1.0,[0.01937948 0.04513441],0
26,[0.01937948 0.04513441],2,-1.0,[0.06301811 0.04363864],0
26,[0.06301811 0.04363864],2,-1.0,[0.1052013  0.04218318],0
26,[0.1052013  0.04218318],2,-1.0,[0.14600796 0.04080666],0
26,[0.14600796 0.04080666],2,-1.0,[0.18555063 0.03954268],0
26,[0.18555063 0.03954268],2,-1.0,[0.22397074 0.03842011],0
26,[0.22397074 0.03842011],2,-1.0,[0.26143426 0.03746353],0
26,[0.26143426 0.03746353],2,-1.0,[0.2981281  0.03669382],0
26,[0.2981281  0.03669382],2,-1.0,[0.33425692 0.03612883],0
26,[0.33425692 0.03612883],2,-1.0,[0.37004083 0.0357839 ],0
26,[0.37004083 0.0357839 ],2,-1.0,[0.40571335 0.03567252],0
26,[0.40571335 0.03567252],2,-1.0,[0.44152004 0.0358067 ],0
26,[0.44152004 0.0358067 ],2,-1.0,[0.47771734 0.03619731],0
26,[0.47771734 0.03619731],2,-1.0,[0.51457167 0.03685429],1
27,"(array([-0.41818756,  0.        ], dtype=float32), {})",2,-1.0,[-4.1796502e-01  2.2252706e-04],0
27,[-4.1796502e-01  2.2252706e-04],2,-1.0,[-0.41752157  0.00044347],0
27,[-0.41752157  0.00044347],2,-1.0,[-0.4168603   0.00066125],0
27,[-0.4168603   0.00066125],2,-1.0,[-0.415986    0.00087432],0
27,[-0.415986    0.00087432],2,-1.0,[-0.41490483  0.00108117],0
27,[-0.41490483  0.00108117],2,-1.0,[-0.4136245   0.00128034],0
27,[-0.4136245   0.00128034],2,-1.0,[-0.41215408  0.00147041],0
27,[-0.41215408  0.00147041],1,-1.0,[-0.411504    0.00065006],0
27,[-0.411504    0.00065006],1,-1.0,[-4.1167891e-01 -1.7489171e-04],0
27,[-4.1167891e-01 -1.7489171e-04],1,-1.0,[-0.4126775  -0.00099861],0
27,[-0.4126775  -0.00099861],1,-1.0,[-0.41449276 -0.00181525],0
27,[-0.41449276 -0.00181525],1,-1.0,[-0.41711175 -0.00261901],0
27,[-0.41711175 -0.00261901],1,-1.0,[-0.42051592 -0.00340415],0
27,[-0.42051592 -0.00340415],2,-1.0,[-0.42368093 -0.00316501],0
27,[-0.42368093 -0.00316501],2,-1.0,[-0.42658412 -0.00290322],0
27,[-0.42658412 -0.00290322],2,-1.0,[-0.42920473 -0.0026206 ],0
27,[-0.42920473 -0.0026206 ],2,-1.0,[-0.43152386 -0.00231913],0
27,[-0.43152386 -0.00231913],2,-1.0,[-0.43352482 -0.00200094],0
27,[-0.43352482 -0.00200094],2,-1.0,[-0.43519312 -0.00166831],0
27,[-0.43519312 -0.00166831],2,-1.0,[-0.4365167 -0.0013236],0
27,[-0.4365167 -0.0013236],2,-1.0,[-0.43748602 -0.00096931],0
27,[-0.43748602 -0.00096931],2,-1.0,[-0.43809402 -0.000608  ],0
27,[-0.43809402 -0.000608  ],2,-1.0,[-4.3833631e-01 -2.4227609e-04],0
27,[-4.3833631e-01 -2.4227609e-04],2,-1.0,[-4.3821111e-01  1.2520573e-04],0
27,[-4.3821111e-01  1.2520573e-04],2,-1.0,[-0.43771932  0.00049178],0
27,[-0.43771932  0.00049178],2,-1.0,[-0.43686453  0.00085479],0
27,[-0.43686453  0.00085479],2,-1.0,[-0.43565294  0.00121159],0
27,[-0.43565294  0.00121159],2,-1.0,[-0.43409333  0.00155963],0
27,[-0.43409333  0.00155963],2,-1.0,[-0.43219694  0.00189637],0
27,[-0.43219694  0.00189637],2,-1.0,[-0.42997754  0.00221942],0
27,[-0.42997754  0.00221942],2,-1.0,[-0.42745107  0.00252645],0
27,[-0.42745107  0.00252645],2,-1.0,[-0.42463577  0.0028153 ],0
27,[-0.42463577  0.0028153 ],2,-1.0,[-0.42155182  0.00308394],0
27,[-0.42155182  0.00308394],2,-1.0,[-0.41822135  0.00333048],0
27,[-0.41822135  0.00333048],2,-1.0,[-0.4146681   0.00355325],0
27,[-0.4146681   0.00355325],2,-1.0,[-0.41091737  0.00375074],0
27,[-0.41091737  0.00375074],2,-1.0,[-0.40699574  0.00392163],0
27,[-0.40699574  0.00392163],1,-1.0,[-0.4039309   0.00306483],0
27,[-0.4039309   0.00306483],1,-1.0,[-0.40174443  0.00218648],0
27,[-0.40174443  0.00218648],0,-1.0,[-4.0145165e-01  2.9279053e-04],0
27,[-4.0145165e-01  2.9279053e-04],0,-1.0,[-0.4030546  -0.00160295],0
27,[-0.4030546  -0.00160295],0,-1.0,[-0.40654203 -0.00348745],0
27,[-0.40654203 -0.00348745],0,-1.0,[-0.41188946 -0.00534744],0
27,[-0.41188946 -0.00534744],0,-1.0,[-0.41905916 -0.00716967],0
27,[-0.41905916 -0.00716967],0,-1.0,[-0.42800006 -0.00894093],0
27,[-0.42800006 -0.00894093],0,-1.0,[-0.4386482  -0.01064813],0
27,[-0.4386482  -0.01064813],0,-1.0,[-0.45092657 -0.01227838],0
27,[-0.45092657 -0.01227838],0,-1.0,[-0.4647457  -0.01381912],0
27,[-0.4647457  -0.01381912],0,-1.0,[-0.48000392 -0.01525823],0
27,[-0.48000392 -0.01525823],0,-1.0,[-0.49658817 -0.01658425],0
27,[-0.49658817 -0.01658425],0,-1.0,[-0.5143748  -0.01778661],0
27,[-0.5143748  -0.01778661],0,-1.0,[-0.5332306  -0.01885578],0
27,[-0.5332306  -0.01885578],0,-1.0,[-0.55301416 -0.01978356],0
27,[-0.55301416 -0.01978356],0,-1.0,[-0.57357734 -0.02056323],0
27,[-0.57357734 -0.02056323],0,-1.0,[-0.59476715 -0.02118979],0
27,[-0.59476715 -0.02118979],0,-1.0,[-0.61642724 -0.02166007],0
27,[-0.61642724 -0.02166007],0,-1.0,[-0.6384001  -0.02197282],0
27,[-0.6384001  -0.02197282],0,-1.0,[-0.6605288  -0.02212873],0
27,[-0.6605288  -0.02212873],0,-1.0,[-0.6826592 -0.0221304],0
27,[-0.6826592 -0.0221304],0,-1.0,[-0.7046414  -0.02198221],0
27,[-0.7046414  -0.02198221],0,-1.0,[-0.7263316  -0.02169017],0
27,[-0.7263316  -0.02169017],0,-1.0,[-0.7475933  -0.02126169],0
27,[-0.7475933  -0.02126169],0,-1.0,[-0.7682986  -0.02070534],0
27,[-0.7682986  -0.02070534],0,-1.0,[-0.7883291  -0.02003055],0
27,[-0.7883291  -0.02003055],0,-1.0,[-0.8075765 -0.0192473],0
27,[-0.8075765 -0.0192473],0,-1.0,[-0.8259424  -0.01836592],0
27,[-0.8259424  -0.01836592],0,-1.0,[-0.8433391  -0.01739672],0
27,[-0.8433391  -0.01739672],0,-1.0,[-0.85968894 -0.01634986],0
27,[-0.85968894 -0.01634986],0,-1.0,[-0.87492406 -0.01523509],0
27,[-0.87492406 -0.01523509],0,-1.0,[-0.88898563 -0.0140616 ],0
27,[-0.88898563 -0.0140616 ],0,-1.0,[-0.9018236  -0.01283795],0
27,[-0.9018236  -0.01283795],0,-1.0,[-0.9133955  -0.01157196],0
27,[-0.9133955  -0.01157196],0,-1.0,[-0.92366624 -0.01027068],0
27,[-0.92366624 -0.01027068],0,-1.0,[-0.93260664 -0.0089404 ],0
27,[-0.93260664 -0.0089404 ],1,-1.0,[-0.9391933  -0.00658667],0
27,[-0.9391933  -0.00658667],1,-1.0,[-0.94341004 -0.00421676],0
27,[-0.94341004 -0.00421676],1,-1.0,[-0.945247   -0.00183697],0
27,[-0.945247   -0.00183697],1,-1.0,[-9.4470000e-01  5.4701173e-04],0
27,[-9.4470000e-01  5.4701173e-04],1,-1.0,[-0.94177026  0.00292975],0
27,[-0.94177026  0.00292975],1,-1.0,[-0.9364645   0.00530575],0
27,[-0.9364645   0.00530575],2,-1.0,[-0.92779547  0.00866907],0
27,[-0.92779547  0.00866907],2,-1.0,[-0.9157851   0.01201038],0
27,[-0.9157851   0.01201038],2,-1.0,[-0.90046644  0.01531861],0
27,[-0.90046644  0.01531861],2,-1.0,[-0.8818862   0.01858028],0
27,[-0.8818862   0.01858028],2,-1.0,[-0.86010706  0.02177909],0
27,[-0.86010706  0.02177909],2,-1.0,[-0.8352115   0.02489554],0
27,[-0.8352115   0.02489554],2,-1.0,[-0.80730474  0.0279068 ],0
27,[-0.80730474  0.0279068 ],2,-1.0,[-0.7765179   0.03078684],0
27,[-0.7765179   0.03078684],2,-1.0,[-0.743011    0.03350689],0
27,[-0.743011    0.03350689],2,-1.0,[-0.7069748  0.0360362],0
27,[-0.7069748  0.0360362],2,-1.0,[-0.6686316   0.03834319],0
27,[-0.6686316   0.03834319],2,-1.0,[-0.6282347   0.04039694],0
27,[-0.6282347   0.04039694],2,-1.0,[-0.58606577  0.04216889],0
27,[-0.58606577  0.04216889],2,-1.0,[-0.5424311   0.04363465],0
27,[-0.5424311   0.04363465],2,-1.0,[-0.49765533  0.04477582],0
27,[-0.49765533  0.04477582],2,-1.0,[-0.4520739   0.04558144],0
27,[-0.4520739   0.04558144],2,-1.0,[-0.40602478  0.04604911],0
27,[-0.40602478  0.04604911],2,-1.0,[-0.35983932  0.04618547],0
27,[-0.35983932  0.04618547],2,-1.0,[-0.3138332   0.04600609],0
27,[-0.3138332   0.04600609],2,-1.0,[-0.26829857  0.04553465],0
27,[-0.26829857  0.04553465],2,-1.0,[-0.22349688  0.04480168],0
27,[-0.22349688  0.04480168],2,-1.0,[-0.17965399  0.04384289],0
27,[-0.17965399  0.04384289],2,-1.0,[-0.1369567   0.04269729],0
27,[-0.1369567   0.04269729],2,-1.0,[-0.09555135  0.04140535],0
27,[-0.09555135  0.04140535],2,-1.0,[-0.05554399  0.04000736],0
27,[-0.05554399  0.04000736],2,-1.0,[-0.01700199  0.03854199],0
27,[-0.01700199  0.03854199],2,-1.0,[0.02004325 0.03704524],0
27,[0.02004325 0.03704524],2,-1.0,[0.05559301 0.03554976],0
27,[0.05559301 0.03554976],2,-1.0,[0.08967746 0.03408445],0
27,[0.08967746 0.03408445],2,-1.0,[0.12235184 0.03267438],0
27,[0.12235184 0.03267438],2,-1.0,[0.15369275 0.03134091],0
27,[0.15369275 0.03134091],2,-1.0,[0.18379472 0.03010198],0
27,[0.18379472 0.03010198],2,-1.0,[0.2127672  0.02897247],0
27,[0.2127672  0.02897247],2,-1.0,[0.2407319 0.0279647],0
27,[0.2407319 0.0279647],2,-1.0,[0.26782072 0.02708881],0
27,[0.26782072 0.02708881],2,-1.0,[0.294174   0.02635326],0
27,[0.294174   0.02635326],2,-1.0,[0.31993923 0.02576525],0
27,[0.31993923 0.02576525],2,-1.0,[0.3452703  0.02533108],0
27,[0.3452703  0.02533108],2,-1.0,[0.37032682 0.02505651],0
27,[0.37032682 0.02505651],2,-1.0,[0.39527386 0.02494705],0
27,[0.39527386 0.02494705],2,-1.0,[0.42028207 0.02500821],0
27,[0.42028207 0.02500821],2,-1.0,[0.44552776 0.02524568],0
27,[0.44552776 0.02524568],2,-1.0,[0.47119325 0.02566549],0
27,[0.47119325 0.02566549],2,-1.0,[0.4974673  0.02627406],0
27,[0.4974673  0.02627406],2,-1.0,[0.5245456  0.02707828],1
28,"(array([-0.54005903,  0.        ], dtype=float32), {})",2,-1.0,[-0.53893566  0.0011234 ],0
28,[-0.53893566  0.0011234 ],1,-1.0,[-0.53769726  0.00123839],0
28,[-0.53769726  0.00123839],1,-1.0,[-0.5363532   0.00134409],0
28,[-0.5363532   0.00134409],1,-1.0,[-0.5349134   0.00143973],0
28,[-0.5349134   0.00143973],1,-1.0,[-0.53338885  0.00152457],0
28,[-0.53338885  0.00152457],1,-1.0,[-0.53179085  0.00159799],0
28,[-0.53179085  0.00159799],1,-1.0,[-0.53013146  0.00165942],0
28,[-0.53013146  0.00165942],2,-1.0,[-0.527423    0.00270841],0
28,[-0.527423    0.00270841],2,-1.0,[-0.52368593  0.0037371 ],0
28,[-0.52368593  0.0037371 ],2,-1.0,[-0.5189482   0.00473775],0
28,[-0.5189482   0.00473775],2,-1.0,[-0.5132453   0.00570287],0
28,[-0.5132453   0.00570287],2,-1.0,[-0.50662005  0.00662523],0
28,[-0.50662005  0.00662523],2,-1.0,[-0.49912214  0.00749795],0
28,[-0.49912214  0.00749795],2,-1.0,[-0.4908076   0.00831454],0
28,[-0.4908076   0.00831454],2,-1.0,[-0.4817386  0.009069 ],0
28,[-0.4817386  0.009069 ],2,-1.0,[-0.47198272  0.00975587],0
28,[-0.47198272  0.00975587],2,-1.0,[-0.46161243  0.0103703 ],0
28,[-0.46161243  0.0103703 ],2,-1.0,[-0.45070434  0.01090807],0
28,[-0.45070434  0.01090807],2,-1.0,[-0.43933862  0.01136571],0
28,[-0.43933862  0.01136571],2,-1.0,[-0.42759818  0.01174047],0
28,[-0.42759818  0.01174047],2,-1.0,[-0.4155678   0.01203038],0
28,[-0.4155678   0.01203038],2,-1.0,[-0.40333354  0.01223426],0
